kriol,english
"yu lukaftum yu pipul olabat weya yubin pikimat, ol detlot pipul na weya yubin meigim jidan brabli strongbala.","Let your hand be on the man of your right hand, on the son of man whom you made strong for yourself."
"wal det dei na yawei bin seibum detlot isreil pipul brom detlot ijip solja, en ola isreil pipul bin luk detlot ijip solja leidanbat dedwan ebriweya langa beingksaid.",Thus Yahweh saved Israel that day out of the hand of the Egyptians; and Israel saw the Egyptians dead on the seashore.
"""detlot men garra meigim det longwan kout garram brabli bluwan wul blanga det serramonimen blanga werrimon garram det speshalwan shet gulum ifad.","""You shall make the robe of the ephod all of blue."
"wal det gel garra dum ebrijing weya imbin pramis. bat if im dedi nomo agri wen im irrim det wed, wal det yanggel kaan dum.","and her father hears her vow and her pledge with which she has bound her soul, and her father says nothing to her, then all her vows shall stand, and every pledge with which she has bound her soul shall stand."
deibin go langa ola taun langa juda en deibin bringimap langa jerusalem ola libaimen en ola boswan blanga ola klen.,"They went around in Judah and gathered the Levites out of all the cities of Judah, and the heads of fathers' households of Israel, and they came to Jerusalem."
ebribodi langa hebin sing blanga ola gudwan ting yu oldei dumbat. olabat sing blanga det trubalawei blanga yu.,"The heavens will praise your wonders, Yahweh, your faithfulness also in the assembly of the holy ones."
"""wal ai kaan tok enijing langa yu, dumaji yu sabi det filing blanga main olredi.","What more can David say to you? For you know your servant, Lord Yahweh."
"det king bin larram jehoiyakin werrimon ola gudwan klos, en imbin oldei dagat daga deya garram det king raidap imbin binij.",and changed his prison garments. Jehoiachin ate bread before him continually all the days of his life;
"brom deya sambala pipul bin bringimap olabat biginini langa jisas, dumaji deibin wandim im blanga pudum im bingga langa olabat en prei blanga olabat. bat detlot wekinmen blanga im bin graul langa detlot pipul,",Then little children were brought to him that he should lay his hands on them and pray; and the disciples rebuked them.
"en mi nomo sabi brabliwei wanim mi oldei dumbat, dumaji mi nomo dum ola gudbala ting weya ai wandim dum. mi oldei dum ola nogudbala ting weya ai nomo laigim dum.","For I don't understand what I am doing. For I don't practice what I desire to do; but what I hate, that I do."
god bin jingat langa yumob garram det gudnyus weya melabat bin dalimbat yumob blanga seibum yumob. en blanga wi bos jisas krais na bin seibum yumob.,"to which he called you through our Good News, for the obtaining of the glory of our Lord Jesus Christ."
"en wen aibin jidan streinja langa yumob kantri, yumob nomo bin jingat langa mi, en wen ai nomo bin abum eni klos, yumob nomo bin gibit mi klos blanga werrimon, en wen aibin sik, yumob nomo bin album mi, en wen aibin jidan prisana, yumob nomo bin kaman en tok langa mi.' lagijat na ai garra tok langa detlot nogudbala pipul langa main lefthensaid.","I was a stranger, and you didn't take me in; naked, and you didn't clothe me; sick, and in prison, and you didn't visit me.'"
"detlot serramonimen garram det seikridwan boks blanga yawei bin jandap langa drai graun rait langa midul langa det riba, en deibin jandap deya raidap ola isreil pipul bin krosim det riba ontop langa det drai graun.","The priests who bore the ark of Yahweh's covenant stood firm on dry ground in the middle of the Jordan; and all Israel crossed over on dry ground, until all the nation had passed completely over the Jordan."
"wen enibodi luk mi, olabat mokimbat mi. olabat poindimbat bingga langa mi en tok olkain rabishwan wed langa mi.","All those who see me mock me. They insult me with their lips. They shake their heads, saying,"
"ailibala neksdei deibin gobek langa det serramoni pleis, en loda pipul bin majurrumap miselp langa jisas, en imbin jidan, en imbin titjimbat olabat deya.","Now very early in the morning, he came again into the temple, and all the people came to him. He sat down and taught them."
"en midiyan bin abum faibala san neim, ifa, ifara, henak, abida en eldeiya.","The sons of Midian: Ephah, Epher, Hanoch, Abida, and Eldaah. All these were the sons of Keturah."
"afta na det king bin jandim wed langa eibram blanga kaman langa im, en wen eibram bin go langa im, det king bin tok, ""wanim yubin du langa mi? yu nomo bin dalim mi dijan gel im yu waif.","Pharaoh called Abram and said, ""What is this that you have done to me? Why didn't you tell me that she was your wife?"
"jisas bin tok, ""yubin olredi luk langa im, en mi im na toktokbat langa yu.""","Jesus said to him, ""You have both seen him, and it is he who speaks with you."""
"en streidawei wen imbin binij dum det serramoni, semyul bin kamat deya. wal king sol bin go blanga tok gudei langa semyul.","It came to pass that as soon as he had finished offering the burnt offering, behold, Samuel came; and Saul went out to meet him, that he might greet him."
"bambai na 14 yiyastaim aibin gobek langa jerusalem garram banabas, en aibin deigim taidas du.","Then after a period of fourteen years I went up again to Jerusalem with Barnabas, taking Titus also with me."
"bat ebri fesbonwan enimul weya nomo klinbala blanga serramoni, dei gin baiyimbek garram det raitwan mani en lilbit mowa. if im nomo bin baiyimbek, wal najawan men gin baiyim garram det raitwan mani.","If it is an unclean animal, then he shall buy it back according to your valuation, and shall add to it the fifth part of it; or if it isn't redeemed, then it shall be sold according to your valuation."
"wal wen det men neim saiman bin luk det holi spirit bin kaman langa detlot pipul wen det dubala speshalwan mishanri neim pida en jon bin pudum dubala bingga langa olabat hed, imbin wandi gibit dubala mani blanga det pawa,","Now when Simon saw that the Holy Spirit was given through the laying on of the apostles' hands, he offered them money,"
"brom deya aibin luk bigmob speshalwan tjeya, en detlot pipul hubin jidan langa detlot tjeya, god bin meigim olabat jidan bos langa kotkeis. en aibin luk ola spirit blanga detlot pipul hubin gitkil, dumaji deibin spredimat det trubala wed blanga jisas en det wed blanga god. detlot nogudbala pipul bin kadimof olabat hed dumaji olabat nomo bin weship langa det enimul en det sheip blanga im. detlot pipul nomo bin pudum det namba bren blanga det enimul langa olabat forid en langa olabat bingga. wal olabat na bin gidap laibala brom greibyad, en olabat bin jidan bos wansaid langa jisas longtaim. blanga 1,000 yiya deibin jidan bos lagijat.","I saw thrones, and they sat on them, and judgment was given to them. I saw the souls of those who had been beheaded for the testimony of Jesus and for the word of God, and such as didn't worship the beast nor his image, and didn't receive the mark on their forehead and on their hand. They lived and reigned with Christ for a thousand years."
afta na shekam bin tok langa jeikob en im san olabat.,"Shechem said to her father and to her brothers, ""Let me find favor in your eyes, and whatever you will tell me I will give."
"""wal detlot enami bin kaman brom riman langa det taun gulum ai. olabat bin go thru langa det taun gulum migron, en olabat bin pudum olabat ebrijing langa det taun gulum mikmesh,",He has come to Aiath. He has passed through Migron. At Michmash he stores his baggage.
"afta na ilaija bin tok, ""yumob gedim detlot speshalwan mesinja blanga beil. nomo larram olabat ranawei!"" wal ol detlot pipul bin grebum ol detlot mesinja blanga beil, en ilaija bin lidim olabat raitdan langa det lilwan krik gulum kishan en deya na imbin kilim olabat ded.","Elijah said to them, ""Seize the prophets of Baal! Don't let one of them escape!"" They seized them; and Elijah brought them down to the brook Kishon, and killed them there."
yu sabi brabliwei ola rong ting weya yubin oldei dum langa main dedi deibid. yawei garra panishim yu blanga tharran.,"The king said moreover to Shimei, ""You know in your heart all the wickedness that you did to David my father. Therefore Yahweh will return your wickedness on your own head."
"bat thrideistaim god bin meigim im gidap laibala brom dedbala, en god bin meigim im shoum miselp langa loda pipul.","God raised him up the third day and gave him to be revealed,"
wal wanim yumob reken? im gudbala ting blanga sekamsais en jidan juwish atsaidwei?,Then what advantage does the Jew have? Or what is the profit of circumcision?
"bat detlot wekinmen blanga im nomo bin sabi wanim imbin tokinabat, dumaji god bin blandim det wed brom olabat.","They understood none of these things. This saying was hidden from them, and they didn't understand the things that were said."
"yumob bin klepklepbat yumob bingga en densdensbat, dumaji yumob nomo bin laigim detlot pipul langa isreil.","For the Lord Yahweh says: ""Because you have clapped your hands, stamped with the feet, and rejoiced with all the contempt of your soul against the land of Israel,"
"bat im sabi wanim mi oldei dumbat, en wen im garra testim mi ai garra jidan brabli klinbala insaid, wulijim det gol.","But he knows the way that I take. When he has tried me, I will come out like gold."
"deibin go raidap langa det taun gulum keidishbaniya deya langa sauthwei, en deibin go raidap langa det taun gulum gasa gulijap langa det solwoda sangodanwei, en deibin go rait thru langa det kantri gulum goshin, en langa nowathsaid deibin go raidap langa det taun gulum gibiyan,","Joshua struck them from Kadesh Barnea even to Gaza, and all the country of Goshen, even to Gibeon."
"en afta imbin dalim josef, ""bobala, aibin reken yubin dai. bat god bin gudbinji langa mi, en imbin larram mi luk dijan dubala boi blanga yu.""","Israel said to Joseph, ""I didn't think I would see your face, and behold, God has let me see your offspring also."""
"god, det brabli boswan, garra meigim jerusalem jidan strongbala, en ola pipul ebriweya garra tok, ""melabat bin bon deya du.""","Yes, of Zion it will be said, ""This one and that one was born in her;"" the Most High himself will establish her."
mi lisin en bilib blanga ol detlot lowa blanga yu en langa wanim yu tok. yu sabi ebrijing weya mi dum.,"I have obeyed your precepts and your testimonies, for all my ways are before you. TAV."
"wal jisas bin tok, ""wal yumob bringimap detlot daga en fish langa mi.""","He said, ""Bring them here to me."""
"ebribodi langa ola kantri garra bulurrum det enimul. oni detlot pipul weya god bin raidimdan olabat neim langa det buk blanga det yangwan ship, olabat na kaan bulurrum det enimul. det buk dei gulum buk blanga laif, en detlot pipul weya god nomo bin raidimdan olabat neim langa det buk bifo imbin meigim dijan kantri, wal olabat na garra brabli gudbinji en tok gudwei blanga det enimul.","All who dwell on the earth will worship him, everyone whose name has not been written from the foundation of the world in the book of life of the Lamb who has been killed."
